station_name;location
Wallisellen;POINT(8.59499979127644 47.4118044554452)
Urdorf;POINT(8.433383888488 47.3904381028566)
Urdorf Weihermatt;POINT(8.42970977897544 47.382306398166)
Birmensdorf ZH;POINT(8.4352254348207 47.3582993025039)
Bonstetten-Wettswil;POINT(8.46829242043375 47.3273769664127)
Hedingen;POINT(8.44416367189894 47.3001283961984)
Affoltern am Albis;POINT(8.44743353953359 47.2770285907408)
Rapperswil SG;POINT(8.81841978562091 47.2247959914311)
Jona;POINT(8.83393369057981 47.2287002777386)
Rüti ZH;POINT(8.85652631997857 47.2592718725663)
Bubikon;POINT(8.82557935843634 47.2689891257446)
Märstetten;POINT(9.06096491236694 47.5831141500423)
Müllheim-Wigoltingen;POINT(9.01549219267848 47.5880401423082)
Hüttlingen-Mettendorf;POINT(8.97312764387351 47.5825021555313)
Felben-Wellhausen;POINT(8.94241424430519 47.5767393613269)
Frauenfeld;POINT(8.89487539946296 47.5571314165509)
Islikon;POINT(8.84463262561517 47.5475217535324)
Rickenbach-Attikon;POINT(8.78912572420169 47.5351508870732)
Wiesendangen;POINT(8.77481556172368 47.524160198839)
Punt Muragl;POINT(9.88118964895213 46.5096775203662)
Pontresina;POINT(9.89606575005922 46.4906506582138)
Zuoz;POINT(9.96146310275223 46.599947220033)
S-chanf;POINT(9.98181892709321 46.611938512666)
S-chanf Marathon;POINT(9.9969914722441 46.6197625877728)
Zernez;POINT(10.0899401547049 46.6976700806552)
Cinuos-chel-Brail;POINT(10.0219197213819 46.6385283544673)
Madulain;POINT(9.93834945048861 46.5870827905831)
La Punt Chamues-ch;POINT(9.92332961893604 46.578667406905)
Scuol-Tarasp;POINT(10.2862220443123 46.7937711494818)
Ftan Baraigla;POINT(10.2579879949285 46.7876514489337)
Ardez;POINT(10.2010527722131 46.7735396587006)
Guarda;POINT(10.1505315206272 46.7715216288298)
Lavin;POINT(10.1109697155091 46.769571204934)
Sagliains;POINT(10.0965787046555 46.7633995246062)
Susch;POINT(10.079331051198 46.7520819150137)
Zofingen;POINT(7.94181678179653 47.2895028856236)
Grandvaux;POINT(6.72146445130313 46.4966865490437)
Oberglatt ZH;POINT(8.51136663831327 47.4689596703038)
Rümlang;POINT(8.53492944821901 47.452603837099)
Glattbrugg;POINT(8.5593726071033 47.4298988797322)
Niederweningen;POINT(8.37161572954335 47.5101940933199)
Niederweningen Dorf;POINT(8.38372501957496 47.5051818911703)
Schöfflisdorf-Oberweningen;POINT(8.41341433971925 47.4974866834044)
Steinmaur;POINT(8.44954458045156 47.4896325245838)
Dielsdorf;POINT(8.46142030850928 47.4804901156019)
Niederhasli;POINT(8.49154081999 47.4777215823108)
Münchwilen TG;POINT(8.99921471972797 47.4769079943558)
Münchwilen Pflegeheim;POINT(8.99194734907843 47.4814918515728)
Rosental;POINT(8.97514885326306 47.4923397320827)
Wängi;POINT(8.95328385924455 47.4963092414038)
Lüdem;POINT(8.90244819730915 47.5418824558739)
Frauenfeld Marktplatz;POINT(8.89872917203238 47.5542032327248)
Wiesengrund;POINT(8.94875635021195 47.5021901186997)
Jakobstal;POINT(8.94409409388673 47.5082887847289)
Matzingen;POINT(8.93275735499956 47.5204718580265)
Weberei Matzingen;POINT(8.92195960528294 47.5272902320252)
Boudry Littorail;POINT(6.83914375353917 46.9494872556705)
Boudry Tuilière;POINT(6.84282684620457 46.9514679471419)
Areuse Littorail;POINT(6.85305865729212 46.9544970982006)
Colombier NE Les Chézards;POINT(6.86380250809168 46.9607633401313)
Colombier NE Littorail;POINT(6.86541947560332 46.9658702136915)
Colombier NE Allées Littorail;POINT(6.86950681014663 46.9680709848676)
Auvernier Littorail;POINT(6.87889420486699 46.9742375660179)
Neuchâtel Place Pury Littorail;POINT(6.92818476451349 46.9894119281616)
Neuchâtel Champ-Bougin;POINT(6.91223966821815 46.9845646901775)
Neuchâtel Evole;POINT(6.92336979458994 46.9896509082975)
Neuchâtel Serrières Ruau;POINT(6.89503693052487 46.9797353990961)
Neuchâtel Port-de-Serrières;POINT(6.90482856712313 46.9808876046113)
Herrliberg-Feldmeilen;POINT(8.61159167457644 47.2828669512958)
Winkel am Zürichsee;POINT(8.59755998983654 47.2989343512698)
Erlenbach ZH;POINT(8.59086754096892 47.3069449015617)
Küsnacht ZH;POINT(8.5800069091824 47.3209650110822)
Küsnacht Goldbach;POINT(8.57487752890937 47.3276083424638)
Zollikon;POINT(8.56875101867082 47.33865841304)
Meilen;POINT(8.6426733834113 47.2703606144361)
Stäfa;POINT(8.72055731855531 47.2407834412815)
Männedorf;POINT(8.6910746109264 47.2541869778762)
Uetikon;POINT(8.67776157841389 47.2594974501073)
Kempraten;POINT(8.8157517892267 47.2380937881529)
Feldbach;POINT(8.77989104307966 47.2382584647173)
Uerikon;POINT(8.74971663268189 47.2356479759683)
Le Landeron;POINT(7.06577073344839 47.0567191527423)
Cressier NE;POINT(7.038938055908 47.0514006172932)
Cornaux NE;POINT(7.02292109438992 47.037896866426)
St-Blaise CFF;POINT(6.98110451790834 47.0144255103397)
Tüscherz;POINT(7.19477779141875 47.1133112276492)
Ligerz;POINT(7.13414150973224 47.0832427043442)
La Neuveville;POINT(7.09455275515559 47.0624410352093)
Twann;POINT(7.15536869989894 47.0929065991294)
Arosa;POINT(9.67932922142953 46.7832903533249)
Litzirüti;POINT(9.70326932375465 46.7979530571293)
Langwies GR;POINT(9.70714106262975 46.8193310556742)
Peist;POINT(9.67163065944356 46.829497532641)
St. Peter-Molinis;POINT(9.65385299996836 46.8291472084084)
Lüen-Castiel;POINT(9.61333898064893 46.8317100539915)
Chur Altstadt;POINT(9.53172703707531 46.8474163366091)
Rudolfstetten;POINT(8.38118278732055 47.3695011345125)
Berikon-Widen;POINT(8.36679177646695 47.3621815755374)
Bremgarten;POINT(8.34656171626577 47.3514711638638)
Bremgarten Obertor;POINT(8.34374998942608 47.3505704165156)
Bremgarten Isenlauf;POINT(8.34152216752115 47.3460664491759)
Bremgarten West;POINT(8.33730906883805 47.3455795107671)
Widen Heinrüti;POINT(8.35487113264503 47.3619260114885)
Zufikon Hammergut;POINT(8.35460163805975 47.3559016432438)
Zufikon;POINT(8.35468248643534 47.3525849045311)
Bibenlos-Sonnenhof;POINT(8.3502717583897 47.3537899089443)
Dietikon Schöneggstrasse;POINT(8.40099063933815 47.4019614440302)
Bergfrieden;POINT(8.39896044679575 47.397467944766)
Dietikon Stoffelbach;POINT(8.39894248049007 47.3933997509195)
Reppischhof;POINT(8.39622956833165 47.3847271863434)
Rudolfstetten Hofacker;POINT(8.37703257070734 47.3647371479356)
Zufikon Belvédère;POINT(8.35928186069067 47.3576725137737)
Erdmannlistein;POINT(8.31275811211964 47.34959053201)
Wohlen Oberdorf;POINT(8.2868866319334 47.3468516278988)
Roggwil-Wynau;POINT(7.81606162515514 47.2519858108821)
Burgdorf;POINT(7.62401080053649 47.06072147518)
Wynigen;POINT(7.66487516281678 47.1061763058654)
Herzogenbuchsee;POINT(7.70020590294611 47.1863417190854)
Blumenau;POINT(8.8423958205574 47.2236917582941)
Schmerikon;POINT(8.9462051348047 47.2250339171061)
Uznach;POINT(8.98117654882034 47.2240089988982)
Mels;POINT(9.4197250874357 47.0531878023009)
Benken SG;POINT(9.00941059820415 47.2037078759651)
Schänis;POINT(9.04407658502315 47.1571452292287)
Ziegelbrücke;POINT(9.05807233715168 47.1378573426698)
Mühlehorn;POINT(9.17287703047813 47.1179144869822)
Murg;POINT(9.21576260214797 47.1134029299295)
Unterterzen;POINT(9.25820799932852 47.1145094583211)
Walenstadt;POINT(9.31457728341487 47.1194304799099)
Flums;POINT(9.34936903437366 47.0957075775558)
Forch;POINT(8.64797344358835 47.3253371600043)
Zürich, Rehalp;POINT(8.58298033277325 47.3510268782417)
Zürich, Balgrist;POINT(8.57502125935484 47.3545749727743)
Zürich, Hegibachplatz;POINT(8.5606212653484 47.361688700906)
Zürich, Kreuzplatz;POINT(8.5540815300791 47.3648770923725)
Zürich Stadelhofen, Bahnhof;POINT(8.54812569974456 47.3663495287263)
Esslingen;POINT(8.70968770361595 47.2878576902633)
Emmat;POINT(8.70182744487881 47.2923788079234)
Langwies ZH;POINT(8.69438939432526 47.2960526930082)
Egg;POINT(8.68961035701308 47.3014990777941)
Hinteregg;POINT(8.68433724629457 47.3057327365344)
Neuhaus bei Hinteregg;POINT(8.67403356998428 47.3127799602696)
Scheuren;POINT(8.65955272760226 47.3225969975727)
Waldburg;POINT(8.5930234976511 47.3454699490061)
Spital Zollikerberg;POINT(8.59679642184493 47.3473081217871)
Zollikerberg;POINT(8.60339903918413 47.3460481890667)
Waltikon;POINT(8.61701749889328 47.3367895002108)
Zumikon;POINT(8.62380876244217 47.3316877011018)
Maiacher;POINT(8.63106714993886 47.328168511864)
Neue Forch;POINT(8.63784044718207 47.3258121070389)
Zürich, Wetlistrasse;POINT(8.56862525453102 47.3601552837168)
Egg, Station;POINT(8.68967323908298 47.3013224141611)
Waldburg, Station;POINT(8.59330197538922 47.3453908209261)
Hinteregg, Station;POINT(8.68405876855645 47.3058606547587)
Neuhaus bei Hinteregg, Station;POINT(8.67378204170469 47.31277386973)
Scheuren, Station;POINT(8.65912153626582 47.3227187855878)
Forch, Bahnhof;POINT(8.64956346164146 47.3257451275876)
Maiacher, Station;POINT(8.6317947853191 47.3281502455642)
Zumikon, Waltikon;POINT(8.6181853087628 47.3361076653809)
Zollikerberg, Spital;POINT(8.59604183700617 47.3483489130904)
Pfäffikon ZH;POINT(8.78447245102931 47.3674081972336)
Illnau;POINT(8.72192275778736 47.4101934645846)
Fehraltorf;POINT(8.74901594676017 47.3856699255321)
Koblenz;POINT(8.22777748623011 47.6011617409291)
Klingnau;POINT(8.25036113247602 47.5815387041307)
Döttingen;POINT(8.25693680035669 47.574066809308)
Siggenthal-Würenlingen;POINT(8.24049763065501 47.5196831988734)
Punt Muragl Staz;POINT(9.88040811465484 46.5073528530367)
Celerina Staz;POINT(9.865118788517 46.5096527903859)
Tirano;POINT(10.1667461115078 46.2151596526522)
Cavaglia;POINT(10.0441440415141 46.36431870128)
Alp Grüm;POINT(10.0311364361982 46.3747506352166)
Ospizio Bernina;POINT(10.0197008826298 46.4087598947139)
Bernina Lagalb;POINT(9.99153869846873 46.4363284480924)
Bernina Diavolezza;POINT(9.98228605104101 46.4417884881705)
Bernina Suot;POINT(9.96938624355926 46.4448525566796)
Morteratsch;POINT(9.94040659248953 46.4507202310706)
Surovas;POINT(9.90567772360064 46.4856284844246)
Campocologno;POINT(10.1420604074968 46.233220122752)
Campascio;POINT(10.1316938491166 46.2446710859287)
Brusio;POINT(10.1252619116814 46.259312161472)
Miralago;POINT(10.0995521282463 46.2731172821454)
Le Prese;POINT(10.0781991739398 46.2911462645949)
Li Curt;POINT(10.0631973086929 46.3111921925953)
Poschiavo;POINT(10.0543219536846 46.3247981395454)
Cadera;POINT(10.0513664963994 46.3452720301271)
Singen (Hohentwiel);POINT(8.84038359432069 47.7584367925026)
Lille-Europe;POINT(3.07645137079953 50.6392921201492)
Aéroport Charles-de-Gaulle TGV;POINT(2.57113105710628 49.0040463384523)
Marne-la-Vallée-Chessy TGV;POINT(2.78287295275556 48.8702728023901)
Valence TGV Rhône-Alpes Sud;POINT(4.9789304292312 44.9913193612055)
Nîmes Pont du Gard;POINT(4.50770118057503 43.8168246813992)
Montpellier Sud de France;POINT(3.92396692572007 43.5951175993564)
Lyon Saint-Exupéry TGV;POINT(5.07582271578982 45.7209094042782)
TGV Haute-Picardie;POINT(2.8025640237862 49.6230449683678)
Arras;POINT(2.78183090702584 50.2868889846693)
Douai;POINT(3.0910489941685 50.3718929703924)
Lille-Flandres;POINT(3.07112436116396 50.6374860985692)
Marseille-Saint-Charles;POINT(5.38195059835469 43.3038116343629)
Aix-en-Provence TGV;POINT(5.31722698212486 43.4551700412747)
Avignon TGV;POINT(4.78604417139821 43.9219390058523)
Montpellier Saint-Roch;POINT(3.88080287631212 43.6045308632341)
Nîmes;POINT(4.3661716075423 43.832398550795)
St-Imier;POINT(7.00168492107038 47.1516473368454)
Villeret;POINT(7.02058547465089 47.1605047723415)
Cormoret;POINT(7.05465857338228 47.1731408601772)
Courtelary;POINT(7.06961552286495 47.1757055762259)
Cortébert;POINT(7.10900664807908 47.1893270271446)
Corgémont;POINT(7.14504705728297 47.1934414710306)
Sonceboz-Sombeval;POINT(7.16994835696223 47.1952299947922)
La Heutte;POINT(7.22547322468139 47.189522378874)
Reuchenette-Péry;POINT(7.24702380835041 47.1897360440048)
St-Gervais-les-Bains-Le Fayet;POINT(6.70107269435078 45.9064223778746)
Sallanches-Combloux-Megève;POINT(6.63648382541359 45.9356432735556)
Cluses (Haute-Savoie);POINT(6.58298915023683 46.0612997819947)
Bourg-Saint-Maurice;POINT(6.77167129253956 45.618827156335)
Landry;POINT(6.73352882557053 45.5741933014334)
Aime-la-Plagne;POINT(6.64839548608268 45.554206250189)
Moûtiers-Salins-Brides-les-Bai;POINT(6.53145280237972 45.4866895800939)
Albertville;POINT(6.38361705605159 45.6736264508151)
Chambéry-Challes-les-Eaux;POINT(5.91975399272622 45.5714956533574)
Saint-Avre-la-Chambre;POINT(6.30306512451338 45.3528461993339)
Saint-Jean-de-Maurienne-Arvan;POINT(6.35457452291196 45.2777940030864)
Saint-Michel-Valloire;POINT(6.4719573811042 45.2168567829815)
Horw;POINT(8.30662261872825 47.0190556895438)
Hergiswil NW;POINT(8.30991943582143 46.9823033124957)
Stansstad;POINT(8.33632092202538 46.9762479874842)
Stans;POINT(8.366504315576 46.958323149205)
Engelberg;POINT(8.40149369589732 46.8196076781323)
Grafenort;POINT(8.37252302798043 46.8708074787471)
Wolfenschiessen;POINT(8.39471141550128 46.9078389796338)
Niederrickenbach Station;POINT(8.3954570171872 46.9284677885103)
Dallenwil;POINT(8.39206138541275 46.9338292418563)
Kriens Mattenhof;POINT(8.30199629501439 47.0273657316215)
Bellegarde-sur-Valserine;POINT(5.82596089389825 46.1109195081131)
Bülach;POINT(8.5372560848052 47.5225890458877)
Lyss Grien;POINT(7.29644911528955 47.0721576488455)
Aarberg;POINT(7.27806958457391 47.043675861814)
Bargen BE;POINT(7.2611363414659 47.0401742571379)
Kallnach;POINT(7.23519299605691 47.0255225693742)
Fräschels;POINT(7.20571927158085 46.9988661476191)
Kerzers;POINT(7.19267573365362 46.9749424480023)
Feldkirch;POINT(9.6041042995269 47.2409786035422)
Wien Hbf;POINT(16.37711408184 48.185098151146)
Meiringen;POINT(8.18391275090044 46.727296728792)
Brünig-Hasliberg;POINT(8.13854782904609 46.7575717756485)
Lungern;POINT(8.16374557276916 46.7865996514345)
Kaiserstuhl OW;POINT(8.17546858722855 46.8142470962008)
Giswil;POINT(8.18648193261338 46.8363929237599)
Sachseln;POINT(8.23976999527477 46.8717409472982)
Sarnen;POINT(8.24759432140054 46.8945813010475)
Alpnachstad;POINT(8.2779124622438 46.954840472926)
Interlaken Ost;POINT(7.86916104160683 46.6906459961516)
Brienz;POINT(8.04106265439987 46.7548823061815)
Oberried am Brienzersee;POINT(7.95906443525403 46.7367356503469)
Niederried;POINT(7.92942003087396 46.7166921345645)
Brienz West;POINT(8.02112903824249 46.7571225143438)
Ebligen;POINT(7.99034377345142 46.7529189702583)
Brienzwiler;POINT(8.09069457385439 46.7454527169191)
Ringgenberg;POINT(7.8998205422581 46.7038616079637)
Renan BE;POINT(6.92538202082665 47.1257201665717)
La Chaux-de-Fonds;POINT(6.82678293522796 47.099126039359)
Sonvilier;POINT(6.97103440357196 47.1411814433892)
Laupen BE;POINT(7.24201120906433 46.9012964794638)
Neuenegg;POINT(7.29986271336968 46.8941393219672)
Flamatt Dorf;POINT(7.31051673264082 46.8898973652782)
Zäziwil;POINT(7.66178495823898 46.8986019156576)
Bowil;POINT(7.69804994626393 46.9000504907086)
Signau;POINT(7.72514313523674 46.9192956372494)
Emmenmatt;POINT(7.74702609556094 46.94670312578)
Langnau i.E.;POINT(7.78365939285244 46.9394048293346)
Worb SBB;POINT(7.56386859225632 46.915270438361)
Tägertschi;POINT(7.58037064402789 46.8831561998118)
Konolfingen;POINT(7.6195461735738 46.8797730188561)
Pfäffikon SZ;POINT(8.77624388302563 47.2032440384495)
Zürich Wiedikon;POINT(8.52081691510353 47.3734130009731)
Zürich Enge;POINT(8.53011447829546 47.365290838971)
Thalwil;POINT(8.56333417750682 47.2970457557676)
Horgen;POINT(8.59465843146843 47.2620762818033)
Richterswil;POINT(8.7050434135964 47.2105368036241)
Reichenburg;POINT(8.98130231296014 47.1731408601772)
Bilten;POINT(9.02875132627393 47.1530890614244)
Bäch SZ;POINT(8.72555195153571 47.2005707905736)
Freienbach SBB;POINT(8.75389379875362 47.2072475550103)
Altendorf;POINT(8.82503138611295 47.1937649968593)
Lachen SZ;POINT(8.85060642225539 47.1895529025168)
Siebnen-Wangen;POINT(8.89894476770059 47.1828555947246)
Schübelbach-Buttikon;POINT(8.93648536342917 47.1763650546177)
Zürich Wollishofen;POINT(8.53343824484716 47.3496513949315)
Au ZH;POINT(8.64104743274682 47.2472051220287)
Arth-Goldau;POINT(8.54825146388436 47.0505559679218)
Steinen;POINT(8.60662399105457 47.0482422946196)
Schwyz;POINT(8.63151630758098 47.0272371409718)
Brunnen;POINT(8.61109760117011 47.0001220910893)
Zug Postplatz;POINT(8.51690026046422 47.1686706304264)
Zug Casino;POINT(8.51559770330207 47.1625326119171)
Zug Fridbach;POINT(8.51250749872426 47.1569192159754)
Zug Oberwil;POINT(8.50995628331701 47.147340257184)
Walchwil Hörndli;POINT(8.50440469486038 47.1087197981438)
Walchwil;POINT(8.51672958056021 47.09921165097)
Erstfeld;POINT(8.65020126549327 46.820412948742)
Altdorf UR;POINT(8.63174088640205 46.8741850840926)
Flüelen;POINT(8.62450944836388 46.9023644467787)
Sisikon;POINT(8.62061076003026 46.9487452440173)
Mörschwil;POINT(9.4140118022279 47.4757786648228)
Goldach;POINT(9.46897073131798 47.4740906969378)
Rorschach Stadt;POINT(9.49098843893482 47.4756936605424)
Wattwil;POINT(9.0864591001338 47.2994826405547)
Lichtensteig;POINT(9.08317126619347 47.3196922702122)
Brunnadern-Neckertal;POINT(9.13059333004874 47.3378244112537)
Mogelsberg;POINT(9.14202888361717 47.3637271031645)
Degersheim;POINT(9.20027564664759 47.3724822099108)
Schachen (Herisau);POINT(9.24351156127828 47.3855604470077)
Nesslau-Neu St. Johann;POINT(9.19779629646308 47.2266627642)
Krummenau;POINT(9.16793629641479 47.2488576793484)
Ebnat-Kappel;POINT(9.12097237335448 47.2636613169672)
Schaan-Vaduz;POINT(9.50779591790304 47.1682919871255)
Bulle;POINT(7.05387703908499 46.61905920771)
La Tour-de-Trême;POINT(7.06424359746517 46.6085320952437)
Broc-Village;POINT(7.09967315227578 46.6040022156004)
Broc-Chocolaterie;POINT(7.10933004158141 46.6057796522245)
Altenstadt (Feldkirch);POINT(9.61556680255385 47.2560953948752)
Gisingen (Feldkirch);POINT(9.5978610083014 47.2556929867894)
Tisis (Feldkirch);POINT(9.57506176638727 47.2280109480924)
Nendeln;POINT(9.54162647150769 47.2002045817446)
Forst (FL) Hilti;POINT(9.52070470853763 47.1809079054314)
Bludenz;POINT(9.81456160431971 47.1547262266564)
Nüziders;POINT(9.79440340934126 47.1707531203328)
Ludesch;POINT(9.77125382446628 47.1803034356048)
Nenzing;POINT(9.70825497358221 47.1915613196323)
Schlins-Beschling;POINT(9.69052222987122 47.1948942696714)
Frastanz;POINT(9.63918351137665 47.2200677597645)
Visp;POINT(7.87952759998702 46.2942187947781)
Luzern Allmend/Messe;POINT(8.30330783532939 47.0350806037085)
Luterbach-Attisholz;POINT(7.58494306882469 47.2178102617305)
Langendorf;POINT(7.51358090264431 47.2178590735154)
Solothurn West;POINT(7.53256230460039 47.2062650126129)
Solothurn Allmend;POINT(7.52247422395833 47.208883051061)
Biel Mett;POINT(7.27325461465036 47.1453973751131)
Biel/Bienne Bözingenfeld/Champ;POINT(7.29540706955983 47.1588677851419)
Pieterlen;POINT(7.34123911536199 47.171669145753)
Lengnau BE;POINT(7.3675058542733 47.1797661233148)
Grenchen Süd;POINT(7.40202811064681 47.1894918552137)
Bettlach;POINT(7.42961537302596 47.1951201213501)
Selzach;POINT(7.458235697982 47.2009308934574)
Bellach;POINT(7.50886474740202 47.2089074610678)
Deitingen;POINT(7.61992346599318 47.2182434647516)
Oberdorf SO;POINT(7.49370118540397 47.2358797535362)
Olten Hammer;POINT(7.8985090019431 47.348026330846)
Wangen bei Olten;POINT(7.86996054220981 47.3420916831073)
Hägendorf;POINT(7.84507720883624 47.3305126345784)
Egerkingen;POINT(7.80012551201264 47.3151125853228)
Oberbuchsiten;POINT(7.7734096154592 47.3056596402672)
Wangen an der Aare;POINT(7.65698795462111 47.2321650909709)
Brügg BE;POINT(7.27911163030363 47.1230980260731)
Lommiswil;POINT(7.46951853795211 47.2185668393477)
